"ProductReference","CompanyID","CompanyName","CompanyTypeID","CompanyType","Sequence","Address1","Address2","Address3","CityName","StateName","Zip","CountryName","Phone1","Phone2","Fax1","Fax2","MainEmail","WebAddress"
4881,77694,"Synapse IV LLC",11,"Underwriter/Sponsor",1,"1330 Avenue of the Americas","34th Floor","","New York","New York","10019","United States","","","","","",""
4882,12372,"P Schoenfeld Asset Management LP",1,"Management Firm",1,"1350 Avenue of the Americas","21st Floor","","New York","New York","10019","United States","+1 212 649 9500","","+1 212 649 9510","","","www.psam.com"
4882,80092,"Ernst & Young Accountants",2,"Investment Advisor",1,"Zeelandia Office Park","PO BOX 3626","","None","None","","Curacao","","","","","","www.ey.com"
4933,73890,"AMH Equity LLC",1,"Management Firm",1,"370 Lexington Avenue","Suite 201","","New York","New York","10017","United States","+1 212 871 5700","","+1 212 679 8353","","","http://www.leviticuspartners.com"
4933,73890,"AMH Equity LLC",2,"Investment Advisor",1,"370 Lexington Avenue","Suite 201","","New York","New York","10017","United States","+1 212 871 5700","","+1 212 679 8353","","","http://www.leviticuspartners.com"
4933,73890,"AMH Equity LLC",11,"Underwriter/Sponsor",1,"370 Lexington Avenue","Suite 201","","New York","New York","10017","United States","+1 212 871 5700","","+1 212 679 8353","","","http://www.leviticuspartners.com"
4962,39771,"Aurum Fund Management Ltd",1,"Management Firm",1,"Aurum House","35 Richmond Road","","Hamilton","None","HM08","Bermuda","+1 441 292 6952","+44 20 7589 1130","+1 441 295 4164","+44 20  7581 1780","ir@aurumfunds.com","www.aurumfunds.com"
4962,39771,"Aurum Fund Management Ltd",2,"Investment Advisor",1,"Aurum House","35 Richmond Road","","Hamilton","None","HM08","Bermuda","+1 441 292 6952","+44 20 7589 1130","+1 441 295 4164","+44 20  7581 1780","ir@aurumfunds.com","www.aurumfunds.com"
4962,79576,"Continental Sponsors Limited",11,"Underwriter/Sponsor",1,"Century House","16 Par-la-Ville Road","PO Box HM 1806","Hamilton","None","HM HX","Bermuda","+1 441 292 7478","","+1 441 295 4164","","",""
5039,11881,"Bridgewater Associates Inc",1,"Management Firm",1,"One Glendinning Place","","","Westport","Connecticut","06880","United States","+1 203 226 3030","+1 203 291 7397","+1 203 291 7300","","","www.bridgewaterassociates.com"
5039,11881,"Bridgewater Associates Inc",11,"Underwriter/Sponsor",1,"One Glendinning Place","","","Westport","Connecticut","06880","United States","+1 203 226 3030","+1 203 291 7397","+1 203 291 7300","","","www.bridgewaterassociates.com"
5217,77138,"Grand Slam Asset Management LLC",1,"Management Firm",1,"2160 North Central Road","","Suite 306","Fort Lee","New Jersey","07024","United States","+1 201 346 4335","","+1 201 346 4339","","","www.gslamcap.com"
5217,77138,"Grand Slam Asset Management LLC",2,"Investment Advisor",1,"2160 North Central Road","","Suite 306","Fort Lee","New Jersey","07024","United States","+1 201 346 4335","","+1 201 346 4339","","","www.gslamcap.com"
24254,75588,"Contrarian Capital Management LLC",1,"Management Firm",1,"411 West Putnam Avenue","Suite 425","","Greenwich","Connecticut","06830","United States","+1 203 862 8200","","+1 203 629 1977","","","www.contrariancapital.com"
24254,75588,"Contrarian Capital Management LLC",2,"Investment Advisor",1,"411 West Putnam Avenue","Suite 425","","Greenwich","Connecticut","06830","United States","+1 203 862 8200","","+1 203 629 1977","","","www.contrariancapital.com"
33361,10418,"MKP Capital Management LLC",1,"Management Firm",1,"600 Lexington Avenue","18th Floor","","New York","New York","10022","United States","+1 212 303 7100","","+1 212 303 7196","","rwigan@mkpcap.com","https://www.mkpcap.com/"
33361,10418,"MKP Capital Management LLC",2,"Investment Advisor",1,"600 Lexington Avenue","18th Floor","","New York","New York","10022","United States","+1 212 303 7100","","+1 212 303 7196","","rwigan@mkpcap.com","https://www.mkpcap.com/"
33407,90259,"DAFNA Capital Management LLC",1,"Management Firm",1,"10990 Wilshire Boulevard, Suite 1400","","","Los Angeles","California","","United States","+131 095 432 00","","","","info@dafnacapital.com","www.dafnacapital.com"
33407,90259,"DAFNA Capital Management LLC",2,"Investment Advisor",1,"10990 Wilshire Boulevard, Suite 1400","","","Los Angeles","California","","United States","+131 095 432 00","","","","info@dafnacapital.com","www.dafnacapital.com"
33428,73662,"FMG Fund Managers Limited",1,"Management Firm",1,"3rd Floor,3 Burnaby Street,T.J. Pearman Building","","","Hamilton","None","HM 12","Bermuda","+1 441 292 0588","","+1 441 292 1884","","info@fmgfunds.com","www.fmgfunds.com"
33428,73662,"FMG Fund Managers Limited",2,"Investment Advisor",1,"3rd Floor,3 Burnaby Street,T.J. Pearman Building","","","Hamilton","None","HM 12","Bermuda","+1 441 292 0588","","+1 441 292 1884","","info@fmgfunds.com","www.fmgfunds.com"
33428,73662,"FMG Fund Managers Limited",11,"Underwriter/Sponsor",1,"3rd Floor,3 Burnaby Street,T.J. Pearman Building","","","Hamilton","None","HM 12","Bermuda","+1 441 292 0588","","+1 441 292 1884","","info@fmgfunds.com","www.fmgfunds.com"
33450,75588,"Contrarian Capital Management LLC",1,"Management Firm",1,"411 West Putnam Avenue","Suite 425","","Greenwich","Connecticut","06830","United States","+1 203 862 8200","","+1 203 629 1977","","","www.contrariancapital.com"
33450,75588,"Contrarian Capital Management LLC",2,"Investment Advisor",1,"411 West Putnam Avenue","Suite 425","","Greenwich","Connecticut","06830","United States","+1 203 862 8200","","+1 203 629 1977","","","www.contrariancapital.com"
33503,10418,"MKP Capital Management LLC",1,"Management Firm",1,"600 Lexington Avenue","18th Floor","","New York","New York","10022","United States","+1 212 303 7100","","+1 212 303 7196","","rwigan@mkpcap.com","https://www.mkpcap.com/"
33503,10418,"MKP Capital Management LLC",2,"Investment Advisor",1,"600 Lexington Avenue","18th Floor","","New York","New York","10022","United States","+1 212 303 7100","","+1 212 303 7196","","rwigan@mkpcap.com","https://www.mkpcap.com/"
33524,10,"N/A",11,"Underwriter/Sponsor",1,"","","","None","None","","None","","","","","",""
33524,74761,"Handelsbanken Asset Management",1,"Management Firm",1,"","","","Stockholm","None","SE -106 70","Sweden","+46 8 701 1202","","+46 8 701 3966","","",""
33524,78623,"Handelsbanken Fonder AB",2,"Investment Advisor",1,"Blasieholmstorg 12","","","Stockholm","None","106 70","Sweden","+46 8 701 1000","","","","","www.handelsbanken.se"
33631,74860,"Shinnecock Partners LP",1,"Management Firm",1,"10990 Wilshire Blvd., Suite 1150","Suite 1150","","Los Angeles","California","90024","United States","+1 424 248 1800","","+1 424 248 1829","","jlaughlin@shinnecock.com",""
33631,74860,"Shinnecock Partners LP",2,"Investment Advisor",1,"10990 Wilshire Blvd., Suite 1150","Suite 1150","","Los Angeles","California","90024","United States","+1 424 248 1800","","+1 424 248 1829","","jlaughlin@shinnecock.com",""
33633,74864,"Dern Capital Management Corporation",1,"Management Firm",1,"7777 Glades Road","Suite 207A","","Boca Raton","Florida","33434","United States","+1 561 883 0740","","+1 561 482 4055","","","www.derncapital.com"
33633,74864,"Dern Capital Management Corporation",2,"Investment Advisor",1,"7777 Glades Road","Suite 207A","","Boca Raton","Florida","33434","United States","+1 561 883 0740","","+1 561 482 4055","","","www.derncapital.com"
33710,3633,"Income Partners Asset Management (HK) Ltd",1,"Management Firm",1,"Suite 3311-3313","Two IFC","8 Finance Street","Central","None","","Hong Kong","+852  2169 2100","","+852  2869 6991","","marketing@incomepartners.com","www.incomepartners.com"
33710,3633,"Income Partners Asset Management (HK) Ltd",2,"Investment Advisor",1,"Suite 3311-3313","Two IFC","8 Finance Street","Central","None","","Hong Kong","+852  2169 2100","","+852  2869 6991","","marketing@incomepartners.com","www.incomepartners.com"
33715,10740,"Gems Management Limited",2,"Investment Advisor",1,"Norfolk House, 1st Floor","Federick Street","PO Box CB-12809","Nassau","None","","Bahamas","+1 242 326 1904/5","","+1 242 326 3839","","cedric.carroll@gemsadvisors.com","www.gemsinvest.com"
33715,81879,"Olympia Capital Management SA",1,"Management Firm",1,"21 - 25 rue Balzac","","","Paris","None","75008","France","+33 1 4953 9038","","+33 1 4953 0296","","","www.olympiacapital.com"
33715,83232,"Gems Advisors Limited",3,"Sub Advisor",1,"43 Grosvenor Street","Mayfair","","London","None","W1K 3HL","United Kingdom","+44 207 493 1617","","","","london@gemsadvisors.com","www.gemsadvisors.com"
33807,75588,"Contrarian Capital Management LLC",1,"Management Firm",1,"411 West Putnam Avenue","Suite 425","","Greenwich","Connecticut","06830","United States","+1 203 862 8200","","+1 203 629 1977","","","www.contrariancapital.com"
33807,75588,"Contrarian Capital Management LLC",2,"Investment Advisor",1,"411 West Putnam Avenue","Suite 425","","Greenwich","Connecticut","06830","United States","+1 203 862 8200","","+1 203 629 1977","","","www.contrariancapital.com"
33818,74930,"Voyager Management LLC",1,"Management Firm",1,"11111 Santa Monica Blvd.","Suite 1800","","Los Angeles","California","90025","United States","+1 424 652 7070","","+1 424 652 7076","","investorrelations@voyagermgt.com","www.voyagermgt.com"
33818,74930,"Voyager Management LLC",2,"Investment Advisor",1,"11111 Santa Monica Blvd.","Suite 1800","","Los Angeles","California","90025","United States","+1 424 652 7070","","+1 424 652 7076","","investorrelations@voyagermgt.com","www.voyagermgt.com"
33818,74930,"Voyager Management LLC",11,"Underwriter/Sponsor",1,"11111 Santa Monica Blvd.","Suite 1800","","Los Angeles","California","90025","United States","+1 424 652 7070","","+1 424 652 7076","","investorrelations@voyagermgt.com","www.voyagermgt.com"
33819,74930,"Voyager Management LLC",1,"Management Firm",1,"11111 Santa Monica Blvd.","Suite 1800","","Los Angeles","California","90025","United States","+1 424 652 7070","","+1 424 652 7076","","investorrelations@voyagermgt.com","www.voyagermgt.com"
33819,74930,"Voyager Management LLC",2,"Investment Advisor",1,"11111 Santa Monica Blvd.","Suite 1800","","Los Angeles","California","90025","United States","+1 424 652 7070","","+1 424 652 7076","","investorrelations@voyagermgt.com","www.voyagermgt.com"
33859,10,"N/A",11,"Underwriter/Sponsor",1,"","","","None","None","","None","","","","","",""
33859,90920,"Horizon Capital Management S.A.",1,"Management Firm",1,"Dr. Luis Bonavita 1294 Of. 1410","","","","","11300","Uruguay","+59 8 2626 2210","","+59 8 2626 2210","","horizon@horizon.com.uy",""
33859,90920,"Horizon Capital Management S.A.",2,"Investment Advisor",1,"Dr. Luis Bonavita 1294 Of. 1410","","","","","11300","Uruguay","+59 8 2626 2210","","+59 8 2626 2210","","horizon@horizon.com.uy",""
33897,85269,"Argo Capital Management (Cyprus) Limited",1,"Management Firm",1,"Jackie Court, Suite 401","10 Vasilissis Frederikis Street","","Nicosia","None","1066","Cyprus","","","","","",""
33897,85269,"Argo Capital Management (Cyprus) Limited",2,"Investment Advisor",1,"Jackie Court, Suite 401","10 Vasilissis Frederikis Street","","Nicosia","None","1066","Cyprus","","","","","",""
33919,75460,"Gates Capital Management",1,"Management Firm",1,"Gates Capital Management","1177 Avenue of the Americas","46th Floor","New York","New York","10036","United States","+1 212 626 1421","","+1 212 626 1417","","","http://www.gatescap.com/"
33919,75460,"Gates Capital Management",2,"Investment Advisor",1,"Gates Capital Management","1177 Avenue of the Americas","46th Floor","New York","New York","10036","United States","+1 212 626 1421","","+1 212 626 1417","","","http://www.gatescap.com/"
33958,75330,"Walbert Capital Management LLC",1,"Management Firm",1,"11 Forest Street","","","New Canaan","Connecticut","06840","United States","+1 203 972 9215","","+1 203 972 9312","","","www.walbertcapital.com"
33958,75330,"Walbert Capital Management LLC",2,"Investment Advisor",1,"11 Forest Street","","","New Canaan","Connecticut","06840","United States","+1 203 972 9215","","+1 203 972 9312","","","www.walbertcapital.com"
33958,75330,"Walbert Capital Management LLC",11,"Underwriter/Sponsor",1,"11 Forest Street","","","New Canaan","Connecticut","06840","United States","+1 203 972 9215","","+1 203 972 9312","","","www.walbertcapital.com"
33985,75015,"Cibelli Capital Management LLC",2,"Investment Advisor",1,"6 East 43rd Street","23rd Floor","","New York","New York","10017-4651","United States","+1 212 490 0399","","+1 212 937 3115","","tracy@marathonpartners.com","www.marathonpartners.com"
33985,90971,"Marathon Partners Equity Management LLC",1,"Management Firm",1,"6 East 43rd Street","23rd Floor","","New York","New York","10017","United States","+1 212 490 0399","","+1 212 937 3115","","tracy@marathonpartners.com","www.marathonpartners.com"
34215,72056,"Havens Advisors LLC",1,"Management Firm",1,"600 Lexington Avenue","29th Floor","","New York","New York","10022","United States","+1 212 355 0050","","+1 212 355 0599","","","www.havenspartners.com"
34215,72056,"Havens Advisors LLC",2,"Investment Advisor",1,"600 Lexington Avenue","29th Floor","","New York","New York","10022","United States","+1 212 355 0050","","+1 212 355 0599","","","www.havenspartners.com"
34259,73559,"Kinetics Advisers LLC",11,"Underwriter/Sponsor",1,"16 New Broadway","","","Sleepy Hollow","New York","10591","United States","+1 914 703 6900","","+1 914 703 6899","","","www.kineticsfunds.com"
34259,81396,"Horizon Asset Management Inc",1,"Management Firm",1,"470 Park Avenue South","3rd Floor South","","New York","New York","10016","United States","+1 646 291 2324","","+1 212 859 7314","","","http://www.hamincny.com/"
34259,81396,"Horizon Asset Management Inc",2,"Investment Advisor",1,"470 Park Avenue South","3rd Floor South","","New York","New York","10016","United States","+1 646 291 2324","","+1 212 859 7314","","","http://www.hamincny.com/"
34347,5251,"Odey Asset Management LLP",1,"Management Firm",1,"12 Upper Grosvenor Street","","","London","None","W1K 2ND","United Kingdom","+44 20 7208 1400","","+44 20 7208 1401","+44 20 7208 1431","","www.odey.co.uk"
34347,5251,"Odey Asset Management LLP",2,"Investment Advisor",1,"12 Upper Grosvenor Street","","","London","None","W1K 2ND","United Kingdom","+44 20 7208 1400","","+44 20 7208 1401","+44 20 7208 1431","","www.odey.co.uk"
34347,5251,"Odey Asset Management LLP",11,"Underwriter/Sponsor",1,"12 Upper Grosvenor Street","","","London","None","W1K 2ND","United Kingdom","+44 20 7208 1400","","+44 20 7208 1401","+44 20 7208 1431","","www.odey.co.uk"
34542,39771,"Aurum Fund Management Ltd",1,"Management Firm",1,"Aurum House","35 Richmond Road","","Hamilton","None","HM08","Bermuda","+1 441 292 6952","+44 20 7589 1130","+1 441 295 4164","+44 20  7581 1780","ir@aurumfunds.com","www.aurumfunds.com"
34542,39771,"Aurum Fund Management Ltd",2,"Investment Advisor",1,"Aurum House","35 Richmond Road","","Hamilton","None","HM08","Bermuda","+1 441 292 6952","+44 20 7589 1130","+1 441 295 4164","+44 20  7581 1780","ir@aurumfunds.com","www.aurumfunds.com"
34542,79576,"Continental Sponsors Limited",11,"Underwriter/Sponsor",1,"Century House","16 Par-la-Ville Road","PO Box HM 1806","Hamilton","None","HM HX","Bermuda","+1 441 292 7478","","+1 441 295 4164","","",""
34543,39771,"Aurum Fund Management Ltd",1,"Management Firm",1,"Aurum House","35 Richmond Road","","Hamilton","None","HM08","Bermuda","+1 441 292 6952","+44 20 7589 1130","+1 441 295 4164","+44 20  7581 1780","ir@aurumfunds.com","www.aurumfunds.com"
34543,39771,"Aurum Fund Management Ltd",2,"Investment Advisor",1,"Aurum House","35 Richmond Road","","Hamilton","None","HM08","Bermuda","+1 441 292 6952","+44 20 7589 1130","+1 441 295 4164","+44 20  7581 1780","ir@aurumfunds.com","www.aurumfunds.com"
34543,79576,"Continental Sponsors Limited",11,"Underwriter/Sponsor",1,"Century House","16 Par-la-Ville Road","PO Box HM 1806","Hamilton","None","HM HX","Bermuda","+1 441 292 7478","","+1 441 295 4164","","",""
34581,73662,"FMG Fund Managers Limited",1,"Management Firm",1,"3rd Floor,3 Burnaby Street,T.J. Pearman Building","","","Hamilton","None","HM 12","Bermuda","+1 441 292 0588","","+1 441 292 1884","","info@fmgfunds.com","www.fmgfunds.com"
34581,73662,"FMG Fund Managers Limited",2,"Investment Advisor",1,"3rd Floor,3 Burnaby Street,T.J. Pearman Building","","","Hamilton","None","HM 12","Bermuda","+1 441 292 0588","","+1 441 292 1884","","info@fmgfunds.com","www.fmgfunds.com"
34581,75237,"FMC Securities LLC",11,"Underwriter/Sponsor",1,"2 Paveletskaya Square","Building 3","12th Floor","Moscow","None","113054","Russian Federation","+7 495 721 9200","","+7 495 721 9201","","",""
34692,4206,"LIM Advisors Limited",2,"Investment Advisor",1,"20th Floor, Ruttonjee House","11 Duddell St","","Hong Kong","None","","Hong Kong","+8 522 533 0900","","+8 522 869 6904","","lim.hongkong@limadvisors.com","www.limadvisors.com"
34758,6729,"SSI Investment Management Inc",1,"Management Firm",1,"9440 Santa Monica Blvd","8th Floor","","Beverly Hills","California","CA 90210","United States","+1 303 595 2000","","+1 303 595 2089","","","www.ssi-invest.com"
34758,6729,"SSI Investment Management Inc",2,"Investment Advisor",1,"9440 Santa Monica Blvd","8th Floor","","Beverly Hills","California","CA 90210","United States","+1 303 595 2000","","+1 303 595 2089","","","www.ssi-invest.com"
34758,6729,"SSI Investment Management Inc",11,"Underwriter/Sponsor",1,"9440 Santa Monica Blvd","8th Floor","","Beverly Hills","California","CA 90210","United States","+1 303 595 2000","","+1 303 595 2089","","","www.ssi-invest.com"
34909,75289,"Trek Capital Management LLC",1,"Management Firm",1,"Trek Capital Management LLC","One Montgomery Street","Suite 3300","San Francisco","California","94104","United States","+1 415 677 2990","","+1 415 677 2992","","","www.trekcapital.com"
34955,75466,"Kovitz Investment Group LLC (Chicago)",1,"Management Firm",1,"222 West Adams Street","Suite 2160","","Chicago","Illinois","60606","United States","+1 312 334 7334","","+1 312 334 7308","","Info@Kig-llc.com",""
34955,75466,"Kovitz Investment Group LLC (Chicago)",11,"Underwriter/Sponsor",1,"222 West Adams Street","Suite 2160","","Chicago","Illinois","60606","United States","+1 312 334 7334","","+1 312 334 7308","","Info@Kig-llc.com",""
34993,75376,"Constellation Capital Management",1,"Management Firm",1,"70 East 55th St","24th Floor","","New York","New York","10022","United States","+1 212 421 3700","","+1 212 421 4339","","","www.constellationcapital.com"
35119,48516,"GMT Capital Corp.",1,"Management Firm",1,"2300 Windy Ridge Parkway","Suite 550 South","","Atlanta","Georgia","30339","United States","+1 770 989 8261","","+1 770 989 8259","","","www.gmtcapital.com"
35119,48516,"GMT Capital Corp.",2,"Investment Advisor",1,"2300 Windy Ridge Parkway","Suite 550 South","","Atlanta","Georgia","30339","United States","+1 770 989 8261","","+1 770 989 8259","","","www.gmtcapital.com"
35119,48516,"GMT Capital Corp.",11,"Underwriter/Sponsor",1,"2300 Windy Ridge Parkway","Suite 550 South","","Atlanta","Georgia","30339","United States","+1 770 989 8261","","+1 770 989 8259","","","www.gmtcapital.com"
35296,11419,"Twin Capital Management",1,"Management Firm",1,"3244 Washington Road","Suite 202","","Mcmurray","Pennsylvania","15317","United States","+1 724 942 2000","","+1 212 687 6901","","","www.twincapital.com"
35296,11419,"Twin Capital Management",2,"Investment Advisor",1,"3244 Washington Road","Suite 202","","Mcmurray","Pennsylvania","15317","United States","+1 724 942 2000","","+1 212 687 6901","","","www.twincapital.com"
35348,75457,"Wolverine Asset Management LLC",1,"Management Firm",1,"175 West Jackson Blvd","Suite 200","","Chicago","Illinois","60604","United States","+1 312 884 4400","","+1 312 884 4401","","","www.wolverinehedgefunds.com"
35348,75457,"Wolverine Asset Management LLC",2,"Investment Advisor",1,"175 West Jackson Blvd","Suite 200","","Chicago","Illinois","60604","United States","+1 312 884 4400","","+1 312 884 4401","","","www.wolverinehedgefunds.com"
35363,84261,"Henderson Alternative Investment Advisor Ltd",1,"Management Firm",1,"201 Bishopsgate","","","London","","EC2M 3AE","United Kingdom","+44 020 7818 1818","","+44 020 7818 1819","","","www.henderson.co.uk"
35363,84261,"Henderson Alternative Investment Advisor Ltd",2,"Investment Advisor",1,"201 Bishopsgate","","","London","","EC2M 3AE","United Kingdom","+44 020 7818 1818","","+44 020 7818 1819","","","www.henderson.co.uk"
35379,75460,"Gates Capital Management",1,"Management Firm",1,"Gates Capital Management","1177 Avenue of the Americas","46th Floor","New York","New York","10036","United States","+1 212 626 1421","","+1 212 626 1417","","","http://www.gatescap.com/"
35379,75460,"Gates Capital Management",2,"Investment Advisor",1,"Gates Capital Management","1177 Avenue of the Americas","46th Floor","New York","New York","10036","United States","+1 212 626 1421","","+1 212 626 1417","","","http://www.gatescap.com/"
35399,77136,"Greylock Capital Management LLC",1,"Management Firm",1,"99 Park Avenue","8th Floor","","New York","New York","10016","United States","+1 212 808 1801","","","","","www.greylockcapital.com"
35399,77136,"Greylock Capital Management LLC",2,"Investment Advisor",1,"99 Park Avenue","8th Floor","","New York","New York","10016","United States","+1 212 808 1801","","","","","www.greylockcapital.com"
35631,75593,"Abbey Capital Limited",1,"Management Firm",1,"1-2 Cavendish Row","Upper O?Connell Street","","Dublin","None","","Ireland","+353 1 828 0400","","+353 1 828 0499","","cgallagher@abbeycapital.com","https://www.abbeycapital.com/disclaimer.aspx?ref=~"
35631,75593,"Abbey Capital Limited",2,"Investment Advisor",1,"1-2 Cavendish Row","Upper O?Connell Street","","Dublin","None","","Ireland","+353 1 828 0400","","+353 1 828 0499","","cgallagher@abbeycapital.com","https://www.abbeycapital.com/disclaimer.aspx?ref=~"
35631,87951,"McCann FitzGerald Listing Services Limited",11,"Underwriter/Sponsor",1,"2 Harbourmaster Place,","IFSC","","Dublin 1","None","","Ireland","","","","","",""
35654,34024,"P & A Capital Advisors Inc",1,"Management Firm",1,"500 Fifth Avenue","Suite 2700","","New York","New York","10110","United States","+1 212 764 6455","","+1 212 921 4249","","","www.pacapadvisors.com"
35654,34024,"P & A Capital Advisors Inc",2,"Investment Advisor",1,"500 Fifth Avenue","Suite 2700","","New York","New York","10110","United States","+1 212 764 6455","","+1 212 921 4249","","","www.pacapadvisors.com"
35654,34024,"P & A Capital Advisors Inc",11,"Underwriter/Sponsor",1,"500 Fifth Avenue","Suite 2700","","New York","New York","10110","United States","+1 212 764 6455","","+1 212 921 4249","","","www.pacapadvisors.com"
35706,88494,"Redwood Asset Management Inc",1,"Management Firm",1,"Richmond Adelaide Centre","120 Adelaide Street West","","Toronto","Ontario","M5H 1T1","Canada","+1 877 313 7011","","+1 416 368 1608","","invest@redwoodasset.com","http://redwoodasset.com"
35706,88494,"Redwood Asset Management Inc",2,"Investment Advisor",1,"Richmond Adelaide Centre","120 Adelaide Street West","","Toronto","Ontario","M5H 1T1","Canada","+1 877 313 7011","","+1 416 368 1608","","invest@redwoodasset.com","http://redwoodasset.com"
35713,75593,"Abbey Capital Limited",1,"Management Firm",1,"1-2 Cavendish Row","Upper O?Connell Street","","Dublin","None","","Ireland","+353 1 828 0400","","+353 1 828 0499","","cgallagher@abbeycapital.com","https://www.abbeycapital.com/disclaimer.aspx?ref=~"
35713,75593,"Abbey Capital Limited",2,"Investment Advisor",1,"1-2 Cavendish Row","Upper O?Connell Street","","Dublin","None","","Ireland","+353 1 828 0400","","+353 1 828 0499","","cgallagher@abbeycapital.com","https://www.abbeycapital.com/disclaimer.aspx?ref=~"
35815,37887,"AIS Capital Management LP",1,"Management Firm",1,"187 Danbury Road","2nd Floor","Suite 201","Wilton","Connecticut","06897","United States","+1 203 563 1180","","+1 203 563 1186","","","www.aisgroup.com"
35815,37887,"AIS Capital Management LP",2,"Investment Advisor",1,"187 Danbury Road","2nd Floor","Suite 201","Wilton","Connecticut","06897","United States","+1 203 563 1180","","+1 203 563 1186","","","www.aisgroup.com"
35962,70540,"GLG Partners LP",2,"Investment Advisor",1,"1 Curzon Street","","","London","None","W1J 5HB","United Kingdom","+44 20 7016 7379","","+44 20 7016 7299","","","www.glgpartners.com"
35962,83047,"GLG Partners (Cayman) Limited",1,"Management Firm",1,"The Waterfront Centre, North Church Street","PO Box 2427","","George Town","None","KY1-1105","Cayman Islands","","","","","","https://www.glgpartners.com/"
35984,75779,"VN Capital Management LLC",1,"Management Firm",1,"VN Capital Management LLC","1133 Broadway","Suite 1609","New York","New York","10010","United States","+1 212 393 1140","","+1 212 393 1148","","jtv@vncapital.net","www.vncapital.net"
35984,75779,"VN Capital Management LLC",2,"Investment Advisor",1,"VN Capital Management LLC","1133 Broadway","Suite 1609","New York","New York","10010","United States","+1 212 393 1140","","+1 212 393 1148","","jtv@vncapital.net","www.vncapital.net"
35985,73224,"Copernico Capital Partners",1,"Management Firm",1,"67 Forth Street","","","George Town","None","","Cayman Islands","+5 982 518 2511","","","","","www.copernico.com.uy"
35985,73224,"Copernico Capital Partners",2,"Investment Advisor",1,"67 Forth Street","","","George Town","None","","Cayman Islands","+5 982 518 2511","","","","","www.copernico.com.uy"
36002,72681,"Horseman Capital Management Ltd",1,"Management Firm",1,"9 Chester Close","","","London","None","SW1X 7BE","United Kingdom","+44 20 7838 7580","","+44 20 7838 7590","","","www.horsemancapital.com"
36002,90004,"Horseman Capital Management LP",2,"Investment Advisor",1,"9 Chester Close","","","London","","SW1X 7BE","United Kingdom","+44 207 838 7580","","","","info@horsemancapital.com",""
36060,2447,"Gabelli Asset Management Co",1,"Management Firm",1,"One Corporate Center","","","Rye","New York","10580-1422","United States","+1 914 921 5100","+1 914 921 5135","+1 914 921 5296","","alternatives@gabelli.com","www.gabelli.com"
36060,2447,"Gabelli Asset Management Co",2,"Investment Advisor",1,"One Corporate Center","","","Rye","New York","10580-1422","United States","+1 914 921 5100","+1 914 921 5135","+1 914 921 5296","","alternatives@gabelli.com","www.gabelli.com"
36060,2453,"Gabelli Securities Inc",11,"Underwriter/Sponsor",1,"One Corporate Center","555 Theodore Fremd Avenue","","Rye","New York","10580-1435","United States","+1 914 921 5100","","+1 914 921 5296","","",""
36062,76933,"Caymus Asset Management LLC",1,"Management Firm",1,"16800 Greenspoint Park Drive","Suite 300S","","Houston","Texas","77060","United States","+1 281 774 2054","","+1 281 774 2050","","",""
36062,76933,"Caymus Asset Management LLC",2,"Investment Advisor",1,"16800 Greenspoint Park Drive","Suite 300S","","Houston","Texas","77060","United States","+1 281 774 2054","","+1 281 774 2050","","",""
36062,76935,"Caymus Capital Partners LP",11,"Underwriter/Sponsor",1,"16800 Greenspoint Park Drive","Suite 300S","","Houston","Texas","77060","United States","+1 281 774 2054","","+1 281 774 2050","","",""
36095,10,"N/A",2,"Investment Advisor",1,"","","","None","None","","None","","","","","",""
36095,74021,"Welch Capital Partners LLC",1,"Management Firm",1,"Welch Capital Partners, LLC","600 Lexington Avenue","31st Floor","New York","New York","10022","United States","+1 212 754 6077","","+1 212 754 6495","","welchops@welchcapital.com","www.welchcapital.com"
36119,75879,"Eagle Asset Management",1,"Management Firm",1,"Eagle Asset Management","880 Carillon Parkway","PO Box 10520","St Petersburg","Florida","33733","United States","+1 727 573 2453","","+1 727 573 8020","","","www.eagleasset.com"
36119,75879,"Eagle Asset Management",2,"Investment Advisor",1,"Eagle Asset Management","880 Carillon Parkway","PO Box 10520","St Petersburg","Florida","33733","United States","+1 727 573 2453","","+1 727 573 8020","","","www.eagleasset.com"
36119,75884,"EB Management 1 LLC",11,"Underwriter/Sponsor",1,"8220 W Adam Ave","Peoria","","None","Arizona","85382","United States","+1 623 561 0517","","","","",""
36354,76528,"Rosseau Asset Management Ltd",1,"Management Firm",1,"Rosseau Asset Management Ltd","Bay Wellington Tower, BCE Place","181 Bay Street, Suite 2920, Box 736","Toronto","Ontario","M5J 2T3","Canada","+1 416 777 2558","","+1 416 777 0718","","","www.rosseau-asset.com"
36354,76528,"Rosseau Asset Management Ltd",2,"Investment Advisor",1,"Rosseau Asset Management Ltd","Bay Wellington Tower, BCE Place","181 Bay Street, Suite 2920, Box 736","Toronto","Ontario","M5J 2T3","Canada","+1 416 777 2558","","+1 416 777 0718","","","www.rosseau-asset.com"
36354,76529,"Rosseau Genpar Ltd",11,"Underwriter/Sponsor",1,"Rosseau Asset Management","Bay Wellington Tower, Brookfield Place","181 Bay Street, Suite 2920,Box 736","Toronto","Ontario","M5J 2T3","Canada","","","+1 416 777 0718","","+1 416 777 2558","http://www.rosseau-asset.com"
